마번,마명,성별,연령,레이팅1,수득상금(천원),마주,부마명,모마명,조교사이름,조교사번호,총경기,1st,2st,3st,산지,level
43482,문학보스,0,5,70,"176,250",권경자,레이스데이,LADY DAPHNE,박종곤,1,23,3,1,4,1,2
45062,문학선,1,4,63,"100,450",에스지이건설,GEMOLOGIST,ALL TIME HIGH,휴양마,999,11,3,1,1,1,3
50789,문학송,2,2,39,"10,500",권경자,SONGANDAPRAYER,ITALY GIRL,정호익,10,1,0,0,1,1,4
46584,문학스톰,1,3,39,"27,000",권경자,MIDNIGHT STORM,TALULLAH LULA,정호익,10,8,0,1,1,1,4
46589,문학스트롱,1,3,44,"24,600",권경자,STRONG MANDATE,TIS ME,휴양마,999,8,0,1,1,1,4
45663,문학시바,1,4,56,"67,920",권경자,BLAME,SEEKING SHEBA,박종곤,1,5,2,0,1,1,3
45052,문학앙코르,1,4,51,"72,450",황봉기,WE MISS ARTIE,CRIMSON ORE,휴양마,999,21,1,2,1,1,3
50790,문학어플리트,1,2,38,0,권경자,AFLEET ALEX,SAVANNAH,정호익,10,1,0,0,0,1,4
43630,문학엠파이어,0,5,51,"94,200",권경자,EMPIRE MAKER,LADY LUMBERJACK,휴양마,999,24,2,0,3,1,3
46406,문학이든,2,2,0,0,권경자,TEXAS RED,바운드포이든,홍대유,6,1,0,0,0,0,6
45063,문학젠야타,2,4,61,"126,610",권경자,TALE OF EKATI,S' AVALL,박종곤,1,15,2,2,2,1,3
39791,문학치프,1,7,128,"2,252,900",권경자,PIONEEROF THE NILE,TALULLAH LULA,정호익,10,33,14,5,3,1,1
43486,문학킹,0,5,69,"159,630",에스지이건설,TIZNOW,POPPY'S BABY GIRL,박재우,50,21,3,2,3,1,2
46587,문학태핏,1,3,43,"27,600",권경자,BEHESHT,바운드포이든,박병일,27,9,0,0,3,1,4
41606,문학파이어,1,6,69,"179,700",에스지이건설,위드디스팅션,SHANGHAI ROSE,신삼영,41,24,3,1,5,1,2
42187,문학포리스트,1,4,29,"25,800",황봉기,포리스트캠프,낫애니모어,휴양마,999,19,0,2,2,0,5
44513,미라클도터,2,3,53,"88,800",남기태,피스룰즈,미라클원더,리카디,34,6,3,1,0,0,3
44718,미라클케이,2,3,0,"2,000",강경운,위드디스팅션,메니스타,우창구,5,9,0,0,0,0,6
45096,미르베스트,1,3,42,"60,400",김은갑,리미트리스비드,야전사령관,문병기,21,11,2,1,0,0,4
38693,미르스톰,0,6,56,"237,070",이월희,샤프휴머,이츠트루블루,김동철,53,36,4,3,3,0,3
45093,미르파워,2,3,30,"19,350",김은갑,테스타마타,톱프리티,휴양마,999,11,1,0,1,0,5
45746,미르포인트,1,2,0,0,김은갑,디바인파크,뷰포인트,손영표,2,2,0,0,0,0,6
36914,미사일캔디,1,7,26,"67,680",이장운,TWIRLING CANDY,코지포나우,최영주,3,39,2,1,1,0,5
43248,미스양호,2,4,36,"48,770",박기태,테이크차지인디,투리브포,전승규,25,15,2,0,2,0,4
45894,미스윈스타,1,2,0,"2,400",송창오,선더모카신,미스윈,유재길,23,3,0,0,0,0,6
45569,미스터스타,1,2,0,0,오종환,페더럴리스트,인디언스타,김동철,53,1,0,0,0,0,6
50786,미스하이플라이,2,2,38,0,에스지이건설,CREATIVE CAUSE,PELT,김윤섭,32,1,0,0,0,1,4
43311,바다의꿈,0,4,0,"9,000",임현성,어드마이어돈,오션블루,안해양,26,11,0,1,0,0,6
41061,바디스타,1,5,37,"79,930",김진태,디바인파크,캐리비안레인,휴양마,999,29,2,1,4,0,4
42212,바람과함께,1,4,28,"21,900",양현모,한센,러브마이와일드캣,휴양마,999,13,0,2,1,0,5
43682,바람살,2,3,0,"6,000",제일사료(주),KEEN ICE,히치슬랩,최상식,28,13,0,0,0,0,6
44273,바람의검,1,3,29,"15,750",현재달,페더럴리스트,바람꽃,휴양마,999,4,1,0,0,0,5
41797,바램,2,6,82,"282,900",이미양,FLAT OUT,VENUS ROSEWATER,최용건,51,16,4,5,0,1,1
45791,바로챔피언,2,2,0,"2,400",미리내,케이탑,골든챔피언,배대선,20,1,0,0,0,0,6
43742,바로퀸,2,3,28,"33,000",박평양,한센,퀸오브메니,박윤규,4,13,1,0,2,0,5
42576,바이스로이,0,4,67,"246,100",김진태,올드패션드,유성타이거,휴양마,999,18,4,3,4,0,2
45133,바이킹스톰,1,4,83,"211,370",우순근,오버애널라이즈,FORMAL GULCH,최봉주,16,14,5,1,1,1,1
42285,바이킹하트,0,4,40,"72,600",(주)디알엠씨티,카우보이칼,커리어타임,이신영,14,16,2,2,0,0,4
42410,바잉블레이드,0,4,45,"81,740",김형란,카우보이칼,바잉티그,휴양마,999,16,1,6,1,0,4
45362,반도희망,2,2,0,"2,400",퍼플라인,지롤라모,마스코트,휴양마,999,2,0,0,0,0,6
40533,발바투,1,5,36,"51,320",안영환,한센,버터플라이,곽영효,19,19,1,3,2,0,4
45045,발베니,1,4,71,"170,570",강무웅,WILL TAKE CHARGE,퍼니서니,최용구,8,17,4,2,2,1,2
46296,배다리공주,2,2,0,0,송한우,컬러즈플라잉,벨이밴저린,홍대유,6,2,0,0,0,0,6
45334,배다리왕자,1,2,0,"18,200",송한우,지롤라모,메긴즈홀리데이,서홍수,24,4,0,1,0,0,6
42881,배다리캔디,2,4,36,"92,790",송한우,INCLUDE,롤링트루,홍대유,6,24,2,1,1,0,4
45284,배다리쾌검,2,2,0,0,송한우,카우보이칼,쾌검,김동균,52,1,0,0,0,0,6
43980,백두걸,2,3,47,"102,800",이민희,한센,안정성,박재우,50,8,2,2,1,0,4
46366,백두멋쟁이,2,2,0,"3,000",이민희,테이크차지인디,코러스원,박재우,50,2,0,0,0,0,6
43809,백두미인,2,3,30,"24,000",이민희,빅스,홍바오,휴양마,999,2,1,0,0,0,5
46532,백두보이,1,2,0,"4,800",이민희,페더럴리스트,파워풀미스지,박재우,50,3,0,0,0,0,6
39422,백색광채,0,6,82,"316,350",미리내,백광,연지꽃,배대선,20,39,5,6,4,0,1
42354,벌말대장,1,4,58,"133,370",구인택,커널존,제스프릿,리카디,34,19,2,5,3,0,3
44742,베링맨,0,4,48,"67,150",박평양,레이스데이,BLUEYED LASS,박천서,54,20,0,3,2,1,4
41251,베스트럭키,1,5,52,"144,350",임한용,컬러즈플라잉,스트링밴드,최상식,28,28,5,1,2,0,3
45364,베스트리치,2,2,0,0,베스트샤인조합,포리스트캠프,마이매드캠,이관호,42,1,0,0,0,0,6
43994,베스트매드캠,2,3,29,"19,250",베스트샤인조합,피스룰즈,마이매드캠,이희영,13,10,1,1,0,0,5
42348,베스트빅뱅,0,4,0,"11,600",박정재,카우보이칼,스칼렛스타렛,손영표,2,18,0,0,2,0,6
45369,베스트선,1,2,31,"33,000",베스트샤인조합,테이크차지인디,아이월이프유월,박천서,54,1,1,0,0,0,5
40677,베스트스톰,1,5,21,"18,330",박정재,모던카우보이,마이스윗네나나,휴양마,999,20,0,2,1,0,5
44147,베스트야,2,3,38,"71,200",베스트샤인조합,에치드,예원케이,이희영,13,10,2,0,3,0,4
44033,베스트전사,1,3,26,"23,200",박정재,콩코드포인트,베트파티,박재우,50,8,0,2,1,0,5
42826,베스트천상,2,4,46,"87,160",베스트샤인조합,테이크차지인디,토치,박천서,54,15,2,1,6,0,4
45368,베스트클론,1,2,0,"3,000",베스트샤인조합,한센,싸이클론,이희영,13,2,0,0,0,0,6
42531,베스트타임,2,4,52,"166,750",박정재,BARBADOS,시어라지,휴양마,999,22,2,6,3,0,3
41501,베스트탑,1,5,68,"192,200",베스트샤인조합,클리어어템프트,불릿,이희영,13,24,4,4,4,0,2
44544,베스트토치,2,3,35,"39,600",베스트샤인조합,콩코드포인트,토치,박천서,54,4,1,2,0,0,5
44035,베스트팔콘,2,3,31,"27,850",정기환,투아너앤드서브,제이원,김동균,52,7,0,3,1,0,5
44803,베스트플랜,2,3,0,"5,500",에스지이건설,플랜,패스테릭,홍대유,6,12,0,0,1,0,6
42476,베스퍼,2,4,0,"9,290",박호균,오피서,토카르마데라,강성오,9,6,0,1,0,0,6
43693,벤칼프린세스,2,3,36,"94,300",박준배,카우보이칼,벤트온글로리,서인석,33,7,1,2,1,0,4
44381,벼락,1,3,37,"61,100",공이공팔,테스타마타,안성축제,안해양,26,12,2,1,0,0,4
45112,별나라비마,2,4,38,0,조경수,PALACE,MY SWEET CANDY,최봉주,16,1,0,0,0,1,4
41915,별나라신사,0,5,80,"169,300",조경수,레이스데이,TIZ MERRY,최용건,51,19,4,3,0,1,2
45110,별나라질주,0,4,55,"67,790",조경수,LAOBAN,LOOKSGOODFROMHERE,최봉주,16,9,1,3,0,1,3
44213,별빛마루,2,3,30,"42,810",서순배,포리스트캠프,웨이업데어,이희영,13,12,1,0,2,0,5
43417,별빛보석,0,4,37,"50,590",이장운,커널존,해일,유재길,23,13,1,3,1,0,4
43886,별의순간,1,3,57,"143,200",정형철,메니피,프리릴리스,휴양마,999,12,3,1,3,0,3
42050,보디가드,1,4,39,"59,750",(주)나스카,인그란디어,초원의별,조현수,11,18,2,2,2,0,4
44355,보스베이비,0,3,0,"16,400",조중호,포리스트캠프,백락고,배대선,20,11,0,1,1,0,6
43031,볼드어게인,2,4,37,"49,500",신상섭,카우보이칼,캐러멜캔디,전승규,25,7,2,1,0,0,4
45455,볼트맨,0,4,77,"221,140",최지욱,MIDSHIPMAN,저스트어플래시,휴양마,999,13,6,2,2,1,2
40621,봄날의기억,1,5,43,"121,940",우태율,컬러즈플라잉,젠틀먼즈로킷,안병기,22,27,2,4,3,0,4
40696,부스터로켓,2,5,52,"104,690",윤지중,머스킷맨,라레인델라보어즈,최봉주,16,15,3,3,0,0,3
44773,불방울,1,3,64,"146,240",윤훈현,한센,위스콘신걸,박천서,54,8,4,1,0,0,3
43239,불의가속,0,4,35,"43,580",신상섭,카우보이칼,리틀미스플러리,손영표,2,14,0,5,0,0,5
43704,불의꽃,2,3,29,"34,300",황경호,카우보이칼,컨테서즈모멘트,임채덕,35,7,0,2,2,0,5
46091,불의날개,1,2,0,"3,000",황경호,지롤라모,매직뷰,휴양마,999,3,0,0,0,0,6
44335,불의신화,0,3,0,"8,500",황경호,컬러즈플라잉,허리케인점프,임채덕,35,9,0,1,0,0,6
42945,불의여왕,2,4,38,"55,310",황경호,카우보이칼,셀시,이신영,14,14,2,2,2,0,4
42376,불화산,0,4,24,"29,600",황은호,한센,매덤위네트,이관호,42,18,1,0,0,0,5
44176,브라운,1,3,0,0,김순주,인그란디어,칸의별,휴양마,999,2,0,0,0,0,6
45161,브라운참,0,3,0,0,김세민,테이크차지인디,인디언블루,휴양마,999,12,0,0,0,0,6
51583,브라운퀸,2,2,37,0,손칠규,SHAMAN GHOST,BACKSIDE BELLE,휴양마,999,2,0,0,0,1,4
38595,브레인스피더,2,6,21,"35,800",이성헌,오피서,월들리듀드,서범석,12,27,1,0,1,0,5
43383,브리가디어제너럴,1,6,98,"325,900",청팅콩,TAPIT,AMATURE'S PRIZE,서범석,12,25,6,4,4,1,1
43168,브이퀸,2,4,27,"24,170",박평양,한센,그랜드데임,박윤규,4,17,1,0,1,0,5
46268,블랙건,0,2,0,0,김창만,투아너앤드서브,킵유어윗어바웃유,최용구,8,2,0,0,0,0,6
42577,블랙루키,2,4,36,"59,920",이용대,올드패션드,잇메익스헐민,휴양마,999,20,2,2,2,0,4
44245,블랙마스크,2,3,50,"91,200",이강운,투아너앤드서브,파이어앤바이스,리카디,34,9,1,5,1,0,4
45453,블랙머스크,1,4,121,"631,390",김한수,FLAT OUT,업점프드더데블,김동균,52,16,8,3,0,1,1
43711,블랙버미,2,3,30,"22,550",허윤범,카우보이칼,애머랜스,서홍수,24,7,1,1,0,0,5
41147,블랙실버,2,5,36,"74,740",홍상기,토우트,스마티미,서인석,33,22,1,4,2,0,4
43398,블랙참,1,4,29,"57,970",김세민,테스타마타,인디언블루,송문길,40,17,1,2,2,0,5
43835,블랙초콜릿,1,3,32,"13,750",이강운,메니피,매치리스모멘트,전승규,25,1,1,0,0,0,5
37927,블레싱로드,2,7,28,"105,400",무라카미 켄세이,포리스트캠프,축복의통로,서범석,12,49,2,3,3,0,5
42052,블로마인드,0,4,25,"13,600",요시다 가츠미,퍼지,째즈먼,휴양마,999,10,0,0,3,0,5
45977,블루밍스타,1,2,30,"33,000",송창오,카우보이칼,이머징선,서인석,33,1,1,0,0,0,5
46071,블루아치,2,2,0,"3,000",이장운,아치아치아치,아큐판시,최영주,3,2,0,0,0,0,6
43936,블루인디,1,3,31,"36,800",이종원,테이크차지인디,새벽천사,강환민,31,7,1,0,2,0,5
41644,블루참,0,5,44,"90,600",김세민,컬러즈플라잉,인디언블루,서홍수,24,19,1,2,6,0,4
42283,블루카이저,2,4,0,"2,600",임동현,카우보이칼,아멜,최봉주,16,13,0,0,0,0,6
43602,블루키톤,1,5,71,"246,470",최병욱,PALACE MALICE,EGOT,김동철,53,25,4,3,1,1,2
42772,비바소모,2,4,0,0,신준수,에이스갤러퍼,라이언갤러퍼,휴양마,999,2,0,0,0,0,6
51588,비에스에너지,2,2,38,"3,000",이월희,에어포스블루,TIZNOW PEACE,김동균,52,1,0,0,0,1,4
51587,비에스파워,2,2,38,"3,750",이월희,CITY OF LIGHT,MUNNINGS' FINEST,김동균,52,1,0,0,0,1,4
42325,비엔토,2,4,31,"38,920",전영애,한센,프리넙셜,심승태,37,15,1,1,1,0,5
46249,비전스타,2,2,0,"3,000",씨유네트워크,퍼지,클린업비전,강성오,9,2,0,0,0,0,6
44853,비제이스톰,1,3,29,"24,000",이시돌협회,밥앤드존,뉴윈디,리카디,34,6,1,0,0,0,5
46389,비트레이서,1,2,0,0,황은호,커널존,퀸위너,이관호,42,1,0,0,0,0,6
44679,비트업,1,3,30,"15,750",김정성,투아너앤드서브,라이크더윈드,이희영,13,4,1,0,0,0,5
44129,비플라워,2,3,23,"16,300",정광화,경부대로,비퍼니,조현수,11,12,0,0,3,0,5
42446,빅레드,1,4,36,"45,750",홍상기,피스룰즈,레드벅,서인석,33,15,1,2,1,0,4
43807,빅비트,2,3,36,"61,400",오종환,포리스트캠프,최선돌파,휴양마,999,9,1,2,1,0,4
44092,빅스고,1,3,67,"172,400",이선호,빅스,콜미레이서,우창구,5,10,4,2,1,0,2
45225,빅스마트,2,2,0,"4,600",최상기,KEEN ICE,프루던스,정호익,10,3,0,0,0,0,6
44926,빅야크,0,4,49,"63,000",강용식,PAYNTER,PADEN AFFAIR,강환민,31,13,1,1,2,1,4
42293,빅에너지,1,4,25,"28,620",김광명,카우보이칼,패브포,이관호,42,18,0,1,2,0,5
45450,빅터문,2,4,73,"174,650",박정배,MALIBU MOON,LONG APPROACH,휴양마,999,10,4,3,1,1,2
43188,빅토리샘,2,4,30,"22,920",이미경,피스룰즈,샘아이엠,곽영효,19,7,1,1,0,0,5
43527,빅트리플,0,5,54,"126,660",이종원,BODEMEISTER,MAJESTIC JEWEL,휴양마,999,23,2,0,5,1,3
44447,빈체로킹,1,3,31,"18,850",김인규,지롤라모,더블브릴리언트,휴양마,999,10,1,0,1,0,5
42004,빛나는질주,1,4,0,"17,470",제주축산개발,채플로열,어모멘트투라스트,유재길,23,23,0,1,1,0,6
43897,빛의대륙,2,3,33,"43,700",미리내,콩코드포인트,비바비노,배대선,20,11,1,2,1,0,5
44198,빛의카,1,3,27,"13,000",한광세,케이탑,마리카,배대선,20,6,0,2,0,0,5
42658,사랑다모아,2,4,0,"17,700",황경호,JUMP START,처비아너,손영표,2,12,0,1,1,0,6
44443,사려니로키,0,3,0,"1,250",오영익,카우보이칼,인디언체로키,이신영,14,13,0,0,0,0,6
41327,사려니퀸,2,5,63,"150,360",오영익,디바인파크,플라이톱,구자흥,7,15,4,3,4,0,3
44442,사려니퍼스트,1,3,71,"199,900",오영익,티즈원더풀,랭워시,이신영,14,12,5,1,2,0,2
39577,사이먼퀸,2,6,58,"180,310",임영수,사이먼퓨어,북대풍,우창구,5,28,3,4,4,0,3
44730,삼바존,2,3,0,"3,500",김근영,커널존,투스텝삼바,이희영,13,3,0,0,1,0,6
42398,상승행진,1,4,27,"35,340",곽태훈,애니기븐새터데이,위대한참전,휴양마,999,22,1,1,0,0,5
45331,새내비바,2,2,0,0,문금철,한센,프레리타운십,홍대유,6,1,0,0,0,0,6
45652,새내선,2,4,75,"196,370",문금철,DIALED IN,SWITCHED UP,휴양마,999,12,4,0,2,1,2
43166,새내윈,1,4,39,"63,720",문금철,올드패션드,두다데이,휴양마,999,17,2,2,1,0,4
45818,새내칸,1,2,0,"13,200",문금철,선더모카신,에이스더블,휴양마,999,1,0,1,0,0,6
45336,새내퀸,2,2,38,"55,000",문금철,JIMMY CREED,에반젤리칼,휴양마,999,3,1,2,0,0,4
45229,새내타운,1,2,47,"153,000",문금철,퍼지,오마이크릭,서홍수,24,3,2,0,0,0,4
44100,새내파워풀,1,3,46,"76,950",문금철,포리스트캠프,서머오페라,홍대유,6,11,2,2,2,0,4
42680,새내황제,0,4,27,"30,000",문금철,한센,북대풍,홍대유,6,12,0,2,1,0,5
44817,새로운빛깔,0,3,0,"3,000",김종식,선더모카신,그레노블,홍대유,6,7,0,0,0,0,6
44872,새벽밴드,1,3,29,"16,350",서운석,인디밴드,새벽드림,휴양마,999,8,1,0,0,0,5
1400811,새터데이,1,2,0,0,(주)자성실업,아치아치아치,다이아몬드드라고,휴양마,999,1,0,0,0,0,6
46326,샤인온미,2,2,31,"33,000",김정철,투아너앤드서브,윌링미스,이관호,42,1,1,0,0,0,5
41894,샤크짱,1,5,66,"220,180",이종길,NEW YEAR'S DAY,DANCE OVER,이희영,13,32,1,7,7,1,2
46612,샤크플레이,1,2,0,0,조현영,한센,플래쉬디만티너,김동철,53,1,0,0,0,0,6
36488,샴로커,1,9,116,"1,328,950",최몽주,DUBLIN,PORTERA,휴양마,999,55,6,12,10,1,1
43927,서니블레이드,2,3,28,"19,000",김병진,위드디스팅션,리엔센,최용건,51,8,1,0,0,0,5
42739,서브에이스,2,4,46,"155,880",김정철,티즈원더풀,해비샴,이관호,42,18,3,1,4,0,4
45904,서울스퍼트,2,2,0,0,이동좌,디바인파크,다이나스퍼트,이관호,42,2,0,0,0,0,6
46382,서울을날다,2,2,0,0,이동좌,지롤라모,와일드러시크릭,휴양마,999,3,0,0,0,0,6
37886,서울의별,2,7,68,"717,450",김선식,리미트리스비드,부산의별,휴양마,999,47,4,3,7,0,2
41058,서울크라운,0,5,39,"66,550",김진엽,원쿨캣,박스우드,휴양마,999,20,2,1,1,0,4
38052,서울탱크,0,8,75,"294,380",조병해,GIANT OAK,WEDGEFIELD,박희철,15,65,2,9,2,1,2
45553,선더갤러퍼,1,2,0,0,변갑한,에이스갤러퍼,조이오브캡틴,최상식,28,1,0,0,0,0,6
45285,선더브라보,1,2,0,"7,000",최동근,포리스트캠프,그레이톰보이,홍대유,6,4,0,0,0,0,6
45391,선더블루,1,2,0,0,변갑한,선더모카신,블루엠파이어,최상식,28,1,0,0,0,0,6
40938,선더윈드,1,5,57,"127,380",조건진,선더모카신,라이크더윈드,휴양마,999,19,3,5,3,0,3
45116,선더타임,0,4,59,"96,000",변갑한,ANCHOR DOWN,DUST IT,우창구,5,12,2,2,0,1,3
44507,선더플래시,1,3,36,"41,200",이장운,선더모카신,행운누리,문병기,21,13,0,3,2,0,4
42549,선더호스,1,4,26,"41,360",(주)디알엠씨티,테스타마타,노블만료,안병기,22,24,1,0,2,0,5
46045,선드래곤,1,2,48,"118,800",(주)선우패션,록하드텐,조광,최용구,8,4,2,2,0,0,4
40011,선라이팅,1,7,92,"374,400",이신근,CREATIVE CAUSE,DATTTS LADY DI,서범석,12,33,5,4,2,1,1
41177,선파이팅,2,5,28,"47,260",이신근,록하드텐,릴리언스펄,서범석,12,24,1,2,1,0,5
43468,선포레,0,5,36,"36,700",서상주,WICKED STRONG,HIGHSTAR,휴양마,999,28,0,0,3,1,4
43752,성불축제,2,3,0,0,이성님,테이크차지인디,성불오름,휴양마,999,1,0,0,0,0,6
46184,성실공주핑크,2,2,32,"30,400",이동훈,한센,케어프리,토니,30,2,1,0,1,0,5
41376,성실머니,2,5,42,"85,330",이동훈,DIALED IN,퍼스트비트레이얼,토니,30,14,1,3,4,0,4
45979,성실태양,2,2,0,"2,400",이동훈,올드패션드,블리스터링스트라,토니,30,1,0,0,0,0,6
45444,성실핑크,2,2,0,0,이동훈,지롤라모,라이크더윈드,문병기,21,1,0,0,0,0,6
46560,성은크라운,1,2,0,0,서홍배,컬러즈플라잉,크라운플래그,이관호,42,2,0,0,0,0,6
44280,세륭,1,3,0,"2,000",임흥호,카우보이칼,절세가인,안해양,26,2,0,0,0,0,6
41396,세명강자,2,5,27,"31,580",이기철,엑톤파크,댄싱스퀄,서홍수,24,21,0,1,4,0,5
39641,세명기상,1,6,58,"215,340",이기철,클리어어템프트,하늘기상,배휴준,29,37,4,5,1,0,3
42943,세명나래,2,4,36,"51,390",이기철,한센,무한나래,배휴준,29,17,1,4,0,0,4
45776,세명레이디,2,2,0,0,이기철,위드디스팅션,토마토레이디,배휴준,29,2,0,0,0,0,6
43280,세명캡틴,1,4,0,"12,580",이기철,티즈원더풀,홀리버드,배휴준,29,18,0,1,1,0,6
43845,세인트루카,1,3,29,"36,000",김재성,위드디스팅션,터치어펀,김윤섭,32,9,1,0,2,0,5
41662,센스쟁이,0,6,66,"186,690",김종철,MUNNINGS,BALANSENSE,휴양마,999,31,1,8,0,1,2
42595,소베라니아,2,4,56,"127,090",전영애,한센,쾌검,심승태,37,11,3,3,1,0,3
41851,소울메리트,1,5,93,"260,140",박남성,AMERICAN PHAROAH,PLACENTIA,정호익,10,13,5,2,1,1,1
44238,소호승리,0,3,0,0,퍼플라인,커널존,배다리퀸,신삼영,41,6,0,0,0,0,6
43743,송암누리,2,3,0,"4,500",송암축산,아치아치아치,누리강자,최용구,8,7,0,0,1,0,6
44405,송암드래건,2,3,0,"1,600",송암축산,티즈웨이,송암론다도르,휴양마,999,4,0,0,0,0,6
42871,송암레이서,0,4,29,"23,750",송암축산,볼포니,홀리드림러브,휴양마,999,13,1,0,1,0,5
44017,송암레전드,1,3,0,"7,200",송암축산,티즈웨이,레보레이디,최용구,8,6,0,0,1,0,6
44019,송암베스트,2,3,28,"35,200",송암축산,티즈웨이,스위치잇,휴양마,999,9,1,0,2,0,5
42747,송암에이스,1,4,0,0,송암축산,메니피,스위치잇,조현수,11,2,0,0,0,0,6
40512,송암캣,2,5,23,"20,620",송암축산,포리스트캠프,플라잉라푼젤,휴양마,999,22,1,0,2,0,5
40511,송암티즈,0,5,43,"58,400",송암축산,티즈원더풀,스위치잇,전승규,25,15,2,0,2,0,4
42291,쇠와꽃,2,4,36,"55,580",김용재,올드패션드,여왕폐하,곽영효,19,16,2,2,1,0,4
43526,수리수리마,2,5,66,"158,480",서창식,PROUD CITIZEN,CLIFF'S SECRET,강환민,31,20,2,4,2,1,2
45076,순간터치,1,3,31,"40,800",정형철,테이크차지인디,캔들글로우,송문길,40,8,1,1,1,0,5
43974,슈발도리앙,0,3,0,"1,000",말사모,테이크차지인디,챔피언홀더,구자흥,7,7,0,0,0,0,6
45240,슈어윈,2,2,31,"39,550",청팅콩,BERNARDINI,매그니피센트마인,서범석,12,5,1,1,1,0,5
44187,슈팅리버스,2,3,30,"25,150",공이공팔,투아너앤드서브,허니캠프,휴양마,999,5,1,1,0,0,5
39982,슈퍼삭스,0,7,123,"778,250",김창식,TWO STEP SALSA,MS LUCILLE,리카디,34,37,11,2,5,1,1
40921,슈퍼엑톤,0,5,39,"102,810",김병진,엑톤파크,슈퍼플러키,강환민,31,29,2,2,2,0,4
42578,슈퍼제나이,2,4,0,0,이용대,카우보이칼,제나이비나이,휴양마,999,3,0,0,0,0,6
45783,슈퍼피니시,1,2,0,"15,600",강현철,페더럴리스트,레드뎀,김동균,52,2,0,1,0,0,6
45234,슈프림스타,2,2,0,"18,900",손병현,ADIOS CHARLIE,코코즈레디포듀티,정호익,10,3,0,1,0,0,6
45202,슛업스파크,2,2,0,0,정광화,오버애널라이즈,웨이팅포아스파크,조현수,11,1,0,0,0,0,6
45341,스마트그린,2,2,0,"2,400",김조은,커널존,퍼펙트레이디,조현수,11,1,0,0,0,0,6
44272,스마트별,2,3,28,"18,350",김조은,경부대로,해동의별,조현수,11,11,1,0,0,0,5
43921,스마트블루,2,3,30,"35,000",이종원,투아너앤드서브,스마트퀸,강환민,31,8,1,1,1,0,5
46221,스마트삭스,2,2,0,0,김창식,카우보이칼,스마트어드바이스,이신영,14,2,0,0,0,0,6
42678,스마트오피서,2,4,38,"66,460",(주)자성실업,오피서,소우시크,전승규,25,10,2,1,1,0,4
42530,스마트전사,0,4,44,"69,000",김태성,애니기븐새터데이,스마트치프,송문길,40,15,1,4,2,0,4
