마번,마명,모마성적
38336,미들버그민트,14전(2/1/1)
38342,패션트렌드,15전(2/6/3)
38343,메모리즈오브미스틱,8전(1/0/2)
38344,뮤지컬참,12전(1/1/1)
38345,마이패션,10전(1/1/0)
38346,토츠어돕스,5전(2/0/1)
38347,어제이선트,11전(4/3/1)
38348,뷰티풀태시,11전(1/1/3)
38349,메이저즈걸Ⅱ,1전(0/0/0)
38350,믹스업,0전(0/0/0)
38352,블리스터링스트라,11전(1/1/1)
38353,아이스컬린,0전(0/0/0)
38354,미스보스케스,7전(0/0/0)
38355,스마트어트랙션,6전(0/1/1)
38356,문차머,15전(4/1/2)
38362,스마티비곤,3전(0/0/1)
38373,스마일메모리,3전(0/0/0)
38388,실비슬립,14전(2/1/1)
38392,쿨치킨,14전(1/2/2)
38393,퍼스트비트레이얼,18전(7/5/1)
38396,홈포더홀리데이즈,7전(1/1/2)
38398,메스인어드레스,35전(5/5/7)
38399,레드밍크스,19전(4/1/2)
38403,메트로걸,3전(1/1/0)
38404,익스퀴짓뷰티,22전(5/2/2)
38406,셔윈포레스트,15전(1/1/2)
38410,릴리벨비,23전(4/5/2)
38414,라스트워드,4전(1/2/0)
38420,데이지어데이,18전(3/3/2)
38430,블루그라스아타튜,10전(2/0/2)
39108,큐비트윈,0전(0/0/0)
39740,메이크잇애니웨어,4전(0/1/1)
39741,레드뎀,0전(0/0/0)
39749,드림딜라이트,4전(0/0/0)
39796,미미즈키턴,0전(0/0/0)
39797,스피너,39전(7/7/10)
39803,트랜스퍼메이션,9전(1/0/2)
39804,에브리바디머스트,7전(1/1/2)
39813,마이스윗네나나,32전(4/4/8)
39818,미그레이팅우르술,0전(0/0/0)
39837,포춘드림,2전(0/0/0)
39907,행복을찾아,9전(1/1/1)
39979,블루엠파이어,7전(1/2/2)
40059,레보레이디,3전(0/0/1)
40065,시어라지,1전(0/0/0)
40066,렛미스큐어퀘스천,42전(4/6/5)
40070,파워초이스,0전(0/0/0)
40081,아쿠아프린세스,37전(5/6/6)
40082,러브미니스터,57전(6/3/8)
40087,토마토레이디,11전(0/0/0)
40089,티피맥지,0전(0/0/0)
40123,마이매드캠,3전(1/0/1)
40124,아이월이프유월,18전(4/4/2)
40125,사일런트포에트리,0전(0/0/0)
40128,말리부퀸,26전(3/3/6)
40130,새즈미즈엘리자베,11전(4/3/0)
40131,세이유윌,11전(3/4/0)
40133,아스펜라이트,0전(0/0/0)
40137,커팅에지,13전(2/1/1)
40138,대즐링디스플레이,7전(1/1/0)
40139,딕시마린,5전(0/0/0)
40140,픽셔널리티,16전(2/1/5)
40141,플래시어필,19전(2/6/2)
40144,옥스포드베이브즈,4전(1/0/1)
40146,더빅앤배디스트버,7전(2/2/0)
40148,플러터버드,9전(1/5/0)
40149,리엔센,16전(3/4/2)
40150,큐트앤새시,6전(2/1/2)
40151,포추니틀리,0전(0/0/0)
40152,사이드레터,14전(4/2/1)
40155,내슬리즈바우,14전(4/4/2)
40166,호프포,5전(1/1/0)
40167,러브토어치,0전(0/0/0)
40168,미스메리케이,3전(0/0/0)
40169,시라이트,14전(1/1/3)
40170,티즈어다이나포머,12전(1/1/0)
40171,업타운다운타운,0전(0/0/0)
40172,브룩헤이븐,0전(0/0/0)
40174,몬아치라스,5전(1/1/0)
40177,사우스바운드,0전(0/0/0)
40179,브와나베이브,43전(11/8/6)
40180,케이프코드걸,9전(5/2/0)
40183,가니쉬드웨이지스,33전(2/3/4)
40184,카우아이콜즈,4전(2/0/0)
40187,롤링트루,17전(2/5/2)
40188,신즈실버댄서,34전(7/4/6)
40190,스틸앤아이스,0전(0/0/0)
40193,아워린다루,17전(1/6/2)
40194,퍼시스,0전(0/0/0)
40199,아마존릴리,7전(1/0/1)
40201,매글레브,26전(2/1/3)
40202,커리큘러,9전(0/1/3)
40205,트룰레이드빌,4전(0/0/0)
40210,어피칭리워드,34전(3/7/3)
40212,코즈투셀러브레트,10전(0/0/1)
40214,릴리울레이,7전(2/2/1)
40215,더블앤티,20전(3/3/2)
40218,딜라잇펄엠파이어,5전(0/0/0)
40219,디그리,6전(1/0/1)
40223,소노라선셋,0전(0/0/0)
40224,스트리트어페어,0전(0/0/0)
40226,라인잇업,11전(1/4/3)
40227,클라린더,16전(2/1/4)
40228,라이트유어월드,9전(3/2/1)
40229,트위즈,3전(0/0/1)
40232,파이스타미스터리,0전(0/0/0)
40233,크리에이트,0전(0/0/0)
40234,소우전러브,0전(0/0/0)
40235,아가워,29전(3/5/7)
40236,클레버타이밍,4전(1/0/0)
40237,타하우르,1전(0/0/0)
40241,시크리티브레이디,11전(2/0/2)
40242,처비아너,12전(2/5/2)
40243,컵오럭,11전(2/3/2)
40247,블레이드즈에지,9전(1/1/3)
41534,라이트마이월드,8전(1/0/3)
41537,홀리데이스타렛,3전(0/0/0)
41540,스위트테레사,19전(4/1/4)
41541,프렌드오브어프렌,7전(1/1/0)
41543,캐티베이팅,5전(0/0/1)
41544,캐칭업,8전(0/1/0)
41545,시크릿스태시,13전(1/3/3)
41554,피스풀타운,24전(6/3/1)
41555,레디투파티,31전(6/5/7)
41557,폰트,14전(3/1/2)
41563,그레이트레드뷰티,27전(2/5/7)
41872,앤즈밍크,4전(2/0/1)
41917,레이디스트럭골드,6전(1/1/1)
41919,프랜저블,0전(0/0/0)
41920,아메리칸오디세이,3전(1/0/0)
41924,하이와이어액트,15전(2/3/1)
41930,히치슬랩,6전(1/0/0)
41936,심플워즈,11전(2/2/1)
41937,홀리데이즈,0전(0/0/0)
41938,프라그노시스,8전(2/2/0)
41945,필리매디슨,18전(2/2/4)
41947,일루시브노이즈,10전(3/1/1)
41951,진저러시,7전(0/1/4)
41952,크래프티블루카트,22전(4/5/6)
41953,퍼스널리유어즈,8전(1/1/1)
41957,슈가캐인로열티,10전(3/1/2)
41958,클래시컬휴머,22전(3/2/2)
41960,언브라이드소냐,9전(1/1/0)
41962,호니미에르,25전(5/2/4)
41963,왈츠위드미컬린,6전(0/1/0)
41967,골든로즈Ⅱ,7전(1/0/1)
41968,스마트사이트,14전(1/1/2)
41969,머큐리얼메니스,6전(0/1/2)
41970,그레이스필,26전(9/2/2)
41973,디자이어투엑셀,7전(3/1/1)
41974,왝스엠파이어,0전(0/0/0)
41975,레이즈드라이트,0전(0/0/0)
41977,티즈드리미,0전(0/0/0)
41978,에스메랄다빌로보,0전(0/0/0)
41979,나스티캣,16전(4/2/3)
41980,모어미스크리시,18전(3/5/3)
41981,로스바이세,6전(0/0/0)
41982,리퀴드런치,8전(1/3/1)
41983,케어프리,0전(0/0/0)
43296,티즈판타스틱,2전(0/0/1)
43297,임브레이스유어드,0전(0/0/0)
43298,아켈레오,7전(0/0/0)
43640,사바나다나,8전(2/0/1)
44764,스패니시젬,2전(0/0/0)
44765,코코즈레디포듀티,0전(0/0/0)
44932,조커즈투더라이트,18전(2/3/2)
44933,매그니피센트마인,22전(3/0/2)
44934,페이데이키튼,11전(2/2/1)
44946,컨트리클럽쉬,30전(9/8/7)
44951,새터데이나이트라,17전(7/1/4)
44953,플래터미잰자,42전(7/8/9)
44954,스캣어웨이,14전(3/5/2)
44958,퍼링투뮤직,2전(0/0/0)
44960,어바이드,3전(1/0/0)
44961,브레이브애즈어라,23전(4/4/5)
44964,웨이팅포아스파크,5전(1/0/1)
44970,시티래스,0전(0/0/0)
44971,퀴리아,0전(0/0/0)
44972,캐시미어우즈,1전(0/0/0)
44975,아리치아,33전(5/10/4)
44978,세이굿나이트앨리,0전(0/0/0)
44979,세타라,18전(1/2/3)
44980,레이디도리스,13전(3/0/2)
44981,킬라리드,0전(0/0/0)
44982,시어리어슬리마인,0전(0/0/0)
44986,더파워오브스포트,0전(0/0/0)
44989,에반젤리칼,8전(4/2/1)
44992,슬리프리스,3전(1/1/0)
44995,어메이징스피드,24전(7/6/0)
44997,네이블커맨드,12전(3/1/1)
44999,펄파워,1전(0/0/0)
45000,프루던스,19전(1/5/3)
45005,지아,6전(0/0/2)
45006,플랜스투프로스퍼,7전(0/1/2)
45015,릴화이트도브,1전(0/0/0)
45016,페퍼딘걸,2전(0/0/0)
45018,번레거시,1전(1/0/0)
45021,미스티미셸,21전(4/1/2)
45023,소우산,9전(1/4/2)
45044,에브리모멘트,5전(1/2/0)
45047,키즈튜이션,12전(3/3/0)
45055,오너싱,0전(0/0/0)
45060,플래시플라트,14전(3/0/4)
45067,바운드포이든,18전(1/2/1)
45068,메디터레이니언펄,32전(10/7/6)
45069,스타프레즌스,11전(2/4/1)
46480,미스론다,1전(0/0/0)
46503,재쯔,4전(0/0/0)
46519,캐어리에터,41전(11/9/8)
50360,저스트어플래시,14전(1/5/1)
50366,퍼니서니,15전(3/3/1)
50522,업점프드더데블,1전(0/0/0)
50532,문보우,4전(0/0/0)
6100268,AWESOME REWARD,21전(3/4/0)
6101116,LADY ASPEN,22전(5/4/3)
6102673,GALLOPING GIRAFFE,9전(2/2/0)
6104050,OH CARAMEL,23전(4/0/2)
6104354,MS LUCILLE,0전(0/0/0)
6104472,LONG APPROACH,0전(0/0/0)
6104729,BAND OF OUTSIDERS,0전(0/0/0)
6104734,CLIFF'S SECRET,9전(6/0/1)
6104738,DANCE OVER,0전(0/0/0)
6104805,CALL AHEAD,0전(0/0/0)
6104839,PUUKU,0전(0/0/0)
6105139,TIZ MERRY,0전(0/0/0)
6105199,LET IT GO LADY,0전(0/0/0)
6105250,PYRAMYST,0전(0/0/0)
6105431,MELANCHOLY,0전(0/0/0)
6105606,DEBASE THE DOLLAR,0전(0/0/0)
6105703,GINABLU,3전(0/0/0)
6105827,LIGNITE,10전(2/3/1)
6105857,MAJESTIC JEWEL,0전(0/0/0)
6106039,RIBBON TAFFY,12전(2/2/1)
6106092,SEVEN SKIES,0전(0/0/0)
6106949,AMYLIMEHOUSE,11전(5/2/0)
6107040,DIXIE SONG,0전(0/0/0)
6107248,TALULLAH LULA,8전(1/1/3)
6107281,SEEKING SHEBA,0전(0/0/0)
6107299,IMA SOUL MISS,9전(3/0/1)
6107800,SHUNGO,5전(1/1/1)
6107867,WIND ENERGY,0전(0/0/0)
6107869,WISH AWAY,4전(0/0/0)
6108093,FREEDOM FIRE,0전(0/0/0)
6108407,PLACENTIA,5전(0/1/0)
6108650,ARI THE ADVENTURER,5전(1/1/1)
6109708,A. P. ANDREA,0전(0/0/0)
6109773,GOLDEN FLAIR,0전(0/0/0)
6109788,GEORGE'S GAL,0전(0/0/0)
6109807,FORMAL GULCH,0전(0/0/0)
6109868,SWITCHED UP,0전(0/0/0)
6110133,JESTER,69전(5/6/11)
6110280,CHINCHILLA,34전(4/6/5)
6110391,HARPER'S SONG,0전(0/0/0)
6110817,BATTLE CREEK LADY,19전(1/5/4)
6111095,NASH'S JOY,7전(2/1/0)
6111259,BALANSENSE,9전(0/0/0)
6111271,CHARISMATA,13전(2/3/3)
6111288,FAVORABLY,2전(0/0/0)
6111566,LADY DAPHNE,4전(1/0/0)
6111768,MOORED,0전(0/0/0)
6112539,COLONA,0전(0/0/0)
6112569,BRILLIANT FUTURE,0전(0/0/0)
6112673,NAUGHTY HOLIDAY,12전(3/2/1)
6112780,AND STAY OUT,5전(0/1/0)
6113075,RANGERETTE,0전(0/0/0)
6113146,BESTPERSONALREGARD,1전(0/0/0)
6113536,ALISA'S CATCH,0전(0/0/0)
6113589,MEDICINE BUTTE,4전(0/2/0)
6114370,AMERICAN COUNTY,16전(4/3/4)
6114549,DELIGHTFUL DAWN,0전(0/0/0)
6114688,CLEVER GRETEL,12전(2/1/1)
6114860,HIDDEN REALITY,0전(0/0/0)
6115269,ITALY GIRL,0전(0/0/0)
6115276,MAKING A POINT,0전(0/0/0)
6119161,LENGTH,8전(1/1/1)
6119731,SLY HUMOR,19전(3/6/2)
6124635,PEGASUS PRINCESS,2전(0/0/0)
6124785,INDY'S MILLION,8전(1/0/1)
6124793,LUXURIOUS,0전(0/0/0)
6124798,PADEN AFFAIR,0전(0/0/0)
6125151,ENGAGINGLEE,25전(4/6/4)
6125229,VIVID STORM,0전(0/0/0)
6125327,ROSSEZZA,5전(1/1/0)
6125842,SHORT IRON,6전(1/1/1)
6126367,TEQUILA N' LIME,37전(5/4/11)
6127333,THEYPLAYINGOURSONG,20전(3/5/2)
6127538,TIZNOW PEACE,0전(0/0/0)
6127634,ROMANTIC STORM,0전(0/0/0)
6127735,DUST IT,7전(0/0/2)
6128303,LOOKSGOODFROMHERE,8전(1/2/0)
6128332,PURSUING FATE,0전(0/0/0)
6128339,SAKRA,0전(0/0/0)
6128467,COOL,0전(0/0/0)
6128993,MUNNINGS' FINEST,0전(0/0/0)
6129018,TURKISH TABBY,0전(0/0/0)
6129310,HORTENCIA,0전(0/0/0)
6129683,BAGANARA,0전(0/0/0)
6130166,OUTRAGE,0전(0/0/0)
6130170,TINKERMIA,0전(0/0/0)
6130371,DANCING DREAMS,0전(0/0/0)
6147388,POMPOUS LADY,0전(0/0/0)
6148429,FUZZY KIM,0전(0/0/0)
6148915,MAUI TOWN,0전(0/0/0)
6150017,BACKSIDE BELLE,13전(1/1/2)
6150116,JUST BE KIND,18전(4/2/1)
6323244,SHOW ME THE ROSES,7전(0/1/1)
6325336,TREPIDATION,0전(0/0/0)
6332398,SMOKEY GLACKEN,5전(3/0/2)
6332425,FIVE SECOND FUSE,11전(3/0/2)
6334245,POPULARAFTERSCHOOL,6전(0/1/2)
6347049,LONE PEAK,3전(0/0/0)
6409543,FAN APPEAL,10전(2/0/2)
6413420,WEDGEFIELD,19전(1/0/2)
6450956,TIS ME,33전(8/10/1)
6482749,SHEAR ATTITUDE,8전(0/0/1)
6506292,DANCE SPECIAL,4전(0/0/1)
6516517,AMMALU,2전(0/1/0)
6525165,BLUEYED LASS,12전(4/4/2)
6526797,HOLY BUBBETTE,13전(6/2/0)
6529255,FEARLESS WILDCAT,1전(0/0/0)
6593995,WESTERN WOMAN,14전(2/2/0)
6615631,BETTY'S WISH,10전(5/2/2)
6677561,COUNTTHEBLESSINGS,11전(4/2/0)
6680472,GHAZO,0전(0/0/0)
6779769,GOLD INDY,6전(1/1/2)
6779958,SAOIRSE CAT,25전(4/2/3)
6780058,YOU'RE BEAUTIFUL,8전(1/1/0)
6782685,CALL THE KITTY,24전(4/1/2)
6783092,STELLA PRIMA,0전(0/0/0)
6783183,ERMINE SLIPPERS,4전(0/0/1)
6783501,TICO BREEZE,9전(0/2/1)
6783661,CLEAR POND,8전(2/0/1)
6783787,WARM SHOWER,4전(1/1/0)
6784682,SHE'S EXTREME,8전(2/1/0)
6784982,LECHERY,9전(0/0/0)
6785330,LAYREEBELLE,0전(0/0/0)
6786042,RINKY BROWNIE,0전(0/0/0)
6788073,VENUS ROSEWATER,11전(2/1/1)
6789406,SUMMER RENDEZVOUS,3전(1/0/0)
6790107,HONEST CAUSE,2전(0/0/0)
6790455,IMPRACTICAL,6전(1/1/0)
6794012,HOLY FASHION,12전(4/1/2)
6794663,S' AVALL,0전(0/0/0)
6794666,SHARP INSTINCT,7전(3/0/1)
6794674,ALL TIME HIGH,1전(0/0/0)
6794752,MY FAVORITE TUNE,12전(3/0/2)
6798457,FOLK,9전(3/1/1)
6801171,SUNDAY MONEY,0전(0/0/0)
6802692,FANFIRE,6전(0/3/0)
6802813,CREEK GIRL,12전(2/5/1)
6807617,TOUCH ME ONCE,10전(2/0/2)
6810174,JERMIDY,25전(3/1/7)
6814079,MAYAN MILAGRA,3전(0/0/0)
6815062,MIDTOWN MISS,26전(4/8/4)
6815396,SHINING MOMENT,10전(3/1/2)
6815724,BAVARIAN BELLE,28전(3/2/3)
6815909,MISS CHALLENGE,8전(3/0/2)
6816190,WHITELACENPROMISES,2전(0/0/0)
6818038,RAPID DECISION,3전(0/0/0)
6821900,GOOD NEWS DAY,2전(0/0/0)
6826094,CLASSY GRAY,14전(3/1/3)
6840615,DANCING DAISY,20전(4/1/4)
6842194,HOLLADAY DIXIE,13전(1/4/1)
6842338,DIXIE STAMP,10전(1/1/0)
6842363,JULIE FROM DIXIE,7전(1/1/1)
6848529,FIRST INSTALLMENT,11전(2/1/1)
6848561,RIVOLTELLA,13전(3/1/1)
6848572,SWAMPOODLE,25전(2/4/5)
6853928,TAHITIAN MEMORY,1전(0/0/0)
6856003,NOONTIME ANGEL,0전(0/0/0)
6856114,STATELY APPEAL,40전(8/6/9)
6867003,CENTURIAN LADY,0전(0/0/0)
6870628,DIAMOND BABE,0전(0/0/0)
6877065,STOLEN PURSE,4전(0/0/0)
6877905,FOXYSOX,27전(7/3/4)
6889515,CRIMSON ORE,12전(3/2/3)
6927078,WILD MEGGIE MEG,9전(3/0/1)
6927273,THE SCHVAGEN,4전(2/1/0)
6928552,AMATURE'S PRIZE,22전(5/0/4)
6941969,DATTTS LADY DI,11전(2/1/1)
6957094,POPPY'S BABY GIRL,0전(0/0/0)
6959361,PORTERA,1전(1/0/0)
6965695,LADY LUMBERJACK,0전(0/0/0)
6965741,SWEET DREAMY SYN,20전(2/2/0)
6965782,PELT,0전(0/0/0)
6966411,ANGELICA ZAPATA,18전(5/4/2)
6968104,SHANGHAI ROSE,0전(0/0/0)
6970686,DONNAY,4전(1/0/1)
6975506,SILVER UNION,1전(0/0/0)
6980068,CANDY CAT CAN,11전(2/1/1)
6980152,SILKY OMEGA,20전(2/1/1)
6980329,QUEEN MERCURY,27전(3/5/3)
6980918,IM SO FINE,3전(0/0/0)
6981071,SHE'S AN ALPHA GAM,41전(8/5/7)
6981300,MALIBU LEGACY,8전(2/1/0)
6981655,RUFUS RUTH,3전(0/0/0)
6982320,ANNATLANTIC,22전(1/6/3)
6982399,KALEIDOSCOPE,10전(1/2/0)
6983072,TALES OF PARADISE,30전(3/2/4)
6984949,EGOT,2전(0/0/1)
6985780,TIZ THE TIDE,4전(1/1/1)
6988995,PUMPKIN SHELL,13전(2/2/3)
6989012,SAVANNAH,14전(1/1/3)
6989802,GREENAPPLE MARTINI,26전(3/2/5)
6990238,MY SWEET CANDY,8전(1/2/1)
6990889,SUENO D'ORO,4전(0/0/1)
6993535,DESPITE HER FORM,8전(1/3/1)
6994032,HIGHSTAR,9전(2/1/1)
6994069,THICKER THAN WATER,10전(2/0/2)
6995472,SCOOTINIT,23전(2/1/2)
6995473,SEE ROCK CITY,11전(1/2/3)
6995974,YARA,12전(3/0/1)
6996099,ELLA MARIE,27전(3/4/1)
6997129,INCLUDING,9전(2/0/0)
6998122,SASSY CITY,17전(6/5/0)
6998663,LADY GEEGEE,24전(4/5/4)
